h3_index,centroid_lat,centroid_lng,elev_m,slope_pct,hand_m,water_dist_m,building_count,is_land,elevation_score,slope_score,drainage_score,imperviousness
8875769643fffff,5.597321,-0.135415,15.0,1.907,0.0,0.0,610,1,0.8261,0.6186,1.0,0.7586
8875769645fffff,5.60665,-0.145159,38.0,2.035,15.0,737.0,397,1,0.442,0.593,0.0,0.6648
8875769647fffff,5.599632,-0.142632,31.0,2.384,0.0,0.0,405,1,0.5704,0.5232,1.0,0.6715
8875769649fffff,5.609048,-0.133252,16.0,2.17,0.0,0.0,1044,1,0.8137,0.566,1.0,0.9224
887576964bfffff,5.602028,-0.130725,15.0,2.17,0.0,0.0,785,1,0.8261,0.566,1.0,0.8281
887576964dfffff,5.611359,-0.14047,23.0,2.533,0.0,0.0,575,1,0.7141,0.4935,1.0,0.7423
8875769651fffff,5.587991,-0.125671,10.0,1.907,0.0,0.0,1660,1,0.8817,0.6186,1.0,0.977
8875769653fffff,5.580973,-0.123144,17.0,1.221,5.0,737.0,379,1,0.8008,0.7558,0.5833,0.6561
8875769655fffff,5.590302,-0.132888,10.0,2.146,0.0,0.0,728,1,0.8817,0.5709,1.0,0.8027
8875769657fffff,5.583285,-0.130361,8.0,1.073,0.0,0.0,903,1,0.9071,0.7855,1.0,0.8803
8875769659fffff,5.592698,-0.12098,24.0,1.899,0.0,0.0,378,1,0.6959,0.6202,1.0,0.6552
887576965bfffff,5.585679,-0.118454,26.0,1.907,6.0,737.0,771,1,0.6633,0.6186,0.5,0.8199
887576965dfffff,5.595009,-0.128198,23.0,1.764,0.0,0.0,1058,1,0.7141,0.6473,1.0,0.9262
8875769661fffff,5.604253,-0.157064,42.0,2.307,5.0,829.0,119,1,0.3745,0.5386,0.5833,0.4205
8875769663fffff,5.597235,-0.154536,37.0,2.623,0.0,0.0,207,1,0.4631,0.4754,1.0,0.5354
8875769665fffff,5.606563,-0.164279,58.0,1.907,29.0,1474.0,28,1,0.1882,0.6185,0.0,0.2318
8875769667fffff,5.599546,-0.161751,59.0,2.623,12.0,829.0,128,1,0.1834,0.4754,0.0,0.431
8875769669fffff,5.608961,-0.152376,50.0,2.578,19.0,737.0,18,1,0.2744,0.4845,0.0,0.1868
887576966bfffff,5.601942,-0.149848,51.0,2.654,14.0,737.0,193,1,0.261,0.4692,0.0,0.5249
887576966dfffff,5.611271,-0.159592,46.0,2.306,17.0,737.0,63,1,0.3214,0.5387,0.0,0.3415
8875769681fffff,5.538801,-0.127109,0.0,0.0,0.0,2486.0,0,0,0.0,1.0,1.0,0.0
8875769683fffff,5.531788,-0.124584,0.0,0.0,0.0,3314.0,0,0,0.0,1.0,1.0,0.0
8875769685fffff,5.541113,-0.134322,0.0,0.0,0.0,2083.0,0,0,0.0,1.0,1.0,0.0
8875769687fffff,5.5341,-0.131797,0.0,0.0,0.0,2880.0,0,0,0.0,1.0,1.0,0.0
8875769689fffff,5.543503,-0.122421,0.0,0.0,0.0,2268.0,0,0,0.0,1.0,1.0,0.0
887576968bfffff,5.536489,-0.119895,0.0,0.0,0.0,3070.0,0,0,0.0,1.0,1.0,0.0
887576968dfffff,5.545815,-0.129635,0.0,0.0,0.0,1657.0,0,0,0.0,1.0,1.0,0.0
8875769691fffff,5.522463,-0.114846,0.0,0.0,0.0,4701.0,0,0,0.0,1.0,1.0,0.0
8875769693fffff,5.515451,-0.112321,0.0,0.0,0.0,5522.0,0,0,0.0,1.0,1.0,0.0
8875769695fffff,5.524776,-0.122059,0.0,0.0,0.0,4142.0,0,0,0.0,1.0,1.0,0.0
8875769697fffff,5.517764,-0.119534,0.0,0.0,0.0,4971.0,0,0,0.0,1.0,1.0,0.0
8875769699fffff,5.527163,-0.110156,0.0,0.0,0.0,4536.0,0,0,0.0,1.0,1.0,0.0
887576969bfffff,5.52015,-0.107632,0.0,0.0,0.0,5334.0,0,0,0.0,1.0,1.0,0.0
887576969dfffff,5.529476,-0.11737,0.0,0.0,0.0,3883.0,0,0,0.0,1.0,1.0,0.0
88757696a1fffff,5.538724,-0.146222,0.0,0.0,0.0,2268.0,0,0,0.0,1.0,1.0,0.0
88757696a3fffff,5.531712,-0.143696,0.0,0.0,0.0,3069.0,0,0,0.0,1.0,1.0,0.0
88757696a5fffff,5.541036,-0.153433,0.0,0.0,0.0,1657.0,0,0,0.0,1.0,1.0,0.0
88757696a7fffff,5.534024,-0.150907,0.0,0.0,0.0,2485.0,0,0,0.0,1.0,1.0,0.0
88757696a9fffff,5.543425,-0.141535,0.0,0.0,0.0,1977.0,0,0,0.0,1.0,1.0,0.0
88757696abfffff,5.536412,-0.139009,0.0,0.0,0.0,2649.0,0,0,0.0,1.0,1.0,0.0
88757696adfffff,5.545737,-0.148748,0.0,0.0,0.0,1496.0,0,0,0.0,1.0,1.0,0.0
88757696b1fffff,5.522388,-0.133959,0.0,0.0,0.0,4166.0,0,0,0.0,1.0,1.0,0.0
88757696b3fffff,5.515377,-0.131433,0.0,0.0,0.0,4958.0,0,0,0.0,1.0,1.0,0.0
88757696b5fffff,5.524701,-0.14117,0.0,0.0,0.0,3882.0,0,0,0.0,1.0,1.0,0.0
88757696b7fffff,5.51769,-0.138645,0.0,0.0,0.0,4700.0,0,0,0.0,1.0,1.0,0.0
88757696b9fffff,5.527088,-0.129272,0.0,0.0,0.0,3691.0,0,0,0.0,1.0,1.0,0.0
88757696bbfffff,5.520076,-0.126746,0.0,0.0,0.0,4508.0,0,0,0.0,1.0,1.0,0.0
88757696bdfffff,5.5294,-0.136484,0.0,0.0,0.0,3391.0,0,0,0.0,1.0,1.0,0.0
88757696c1fffff,5.55522,-0.120257,0.0,0.0,0.0,1678.0,0,0,0.0,1.0,1.0,0.0
88757696c3fffff,5.548205,-0.117731,0.0,0.0,0.0,2279.0,0,0,0.0,1.0,1.0,0.0
88757696c5fffff,5.557532,-0.127472,0.0,0.483,0.0,839.0,0,0,0.0,0.9035,1.0,0.0
88757696c7fffff,5.550517,-0.124946,0.0,0.0,0.0,1496.0,0,0,0.0,1.0,1.0,0.0
88757696c9fffff,5.559923,-0.115567,0.0,0.0,0.0,2116.0,0,0,0.0,1.0,1.0,0.0
88757696cbfffff,5.552907,-0.113041,0.0,0.0,0.0,2517.0,0,0,0.0,1.0,1.0,0.0
88757696cdfffff,5.562235,-0.122782,0.0,1.931,0.0,1344.0,0,0,0.0,0.6139,1.0,0.0
88757696d1fffff,5.538878,-0.107991,0.0,0.0,0.0,3763.0,0,0,0.0,1.0,1.0,0.0
88757696d3fffff,5.531863,-0.105467,0.0,0.0,0.0,4488.0,0,0,0.0,1.0,1.0,0.0
88757696d5fffff,5.54119,-0.115206,0.0,0.0,0.0,2992.0,0,0,0.0,1.0,1.0,0.0
88757696d7fffff,5.534176,-0.112681,0.0,0.0,0.0,3752.0,0,0,0.0,1.0,1.0,0.0
88757696d9fffff,5.54358,-0.103301,0.0,0.0,0.0,3916.0,0,0,0.0,1.0,1.0,0.0
88757696dbfffff,5.536565,-0.100776,0.0,0.0,0.0,4559.0,0,0,0.0,1.0,1.0,0.0
88757696ddfffff,5.545892,-0.110516,0.0,0.0,0.0,3092.0,0,0,0.0,1.0,1.0,0.0
88757696e1fffff,5.555141,-0.139374,0.0,1.328,0.0,737.0,0,0,0.0,0.7345,1.0,0.0
88757696e3fffff,5.548127,-0.136848,0.0,0.0,0.0,1325.0,0,0,0.0,1.0,1.0,0.0
88757696e5fffff,5.557452,-0.146588,0.0,1.908,0.0,737.0,2,1,0.9923,0.6184,1.0,0.0838
88757696e7fffff,5.550438,-0.144061,0.0,0.0,0.0,1325.0,0,0,0.0,1.0,1.0,0.0
88757696e9fffff,5.559843,-0.134686,0.0,1.311,0.0,0.0,2,1,0.9923,0.7377,1.0,0.0838
88757696ebfffff,5.552829,-0.13216,0.0,0.0,0.0,829.0,0,0,0.0,1.0,1.0,0.0
88757696edfffff,5.562155,-0.141901,11.0,1.493,0.0,0.0,39,1,0.8712,0.7013,1.0,0.2711
8875769701fffff,5.604078,-0.195292,31.0,3.378,11.0,829.0,157,1,0.5704,0.3243,0.0833,0.488
8875769703fffff,5.597063,-0.192763,59.0,3.379,24.0,736.0,105,1,0.1834,0.3243,0.0,0.3999
8875769705fffff,5.606388,-0.202504,15.0,2.896,0.0,0.0,142,1,0.8261,0.4208,1.0,0.4583
8875769707fffff,5.599372,-0.199975,39.0,2.982,7.0,736.0,75,1,0.4239,0.4036,0.4167,0.3678
8875769709fffff,5.608785,-0.190608,29.0,4.174,0.0,737.0,234,1,0.6073,0.1652,1.0,0.5599
887576970bfffff,5.601769,-0.188079,47.0,2.308,12.0,829.0,112,1,0.3046,0.5385,0.0,0.4143
887576970dfffff,5.611095,-0.197821,20.0,2.172,0.0,0.0,253,1,0.762,0.5657,1.0,0.5785
8875769711fffff,5.587738,-0.183022,55.0,3.017,0.0,0.0,139,1,0.2165,0.3966,1.0,0.4497
8875769713fffff,5.580723,-0.180493,30.0,3.017,0.0,0.0,66,1,0.5881,0.3966,1.0,0.3501
8875769715fffff,5.590048,-0.190234,31.0,3.379,0.0,0.0,798,1,0.5704,0.3243,1.0,0.8333
8875769717fffff,5.583033,-0.187705,53.0,2.743,14.0,736.0,66,1,0.2404,0.4514,0.0,0.3501
8875769719fffff,5.592443,-0.178337,54.0,2.266,0.0,737.0,71,1,0.2304,0.5468,1.0,0.3611
887576971bfffff,5.585428,-0.175809,50.0,2.716,0.0,0.0,209,1,0.2744,0.4569,1.0,0.5374
887576971dfffff,5.594753,-0.18555,35.0,2.862,0.0,0.0,121,1,0.5005,0.4275,1.0,0.4229
8875769721fffff,5.60399,-0.214398,17.0,3.017,0.0,0.0,750,1,0.8008,0.3967,1.0,0.8103
8875769723fffff,5.596976,-0.211868,11.0,2.505,0.0,0.0,1729,1,0.8712,0.499,1.0,0.978
8875769725fffff,5.606299,-0.221609,14.0,3.803,0.0,0.0,1215,1,0.8434,0.2395,1.0,0.9579
8875769727fffff,5.599285,-0.219079,13.0,2.173,0.0,0.0,2503,1,0.8578,0.5653,1.0,0.9943
8875769729fffff,5.608697,-0.209716,18.0,3.137,0.0,0.0,152,1,0.7869,0.3726,1.0,0.4808
887576972bfffff,5.601681,-0.207187,14.0,2.982,0.0,0.0,681,1,0.8434,0.4036,1.0,0.783
887576972dfffff,5.611005,-0.216928,42.0,3.803,28.0,736.0,341,1,0.3745,0.2395,0.0,0.6331
8875769731fffff,5.587653,-0.202128,26.0,1.358,0.0,0.0,2820,1,0.6633,0.7283,1.0,0.9962
8875769733fffff,5.580639,-0.199599,37.0,2.717,0.0,0.0,2444,1,0.4631,0.4567,1.0,0.9933
8875769735fffff,5.589962,-0.209339,28.0,2.147,0.0,0.0,641,1,0.626,0.5705,1.0,0.7711
8875769737fffff,5.582948,-0.20681,36.0,2.293,0.0,0.0,2261,1,0.4842,0.5413,1.0,0.9904
8875769739fffff,5.592357,-0.197446,35.0,3.259,0.0,0.0,190,1,0.5005,0.3482,1.0,0.5216
887576973bfffff,5.585343,-0.194917,35.0,2.147,0.0,0.0,1820,1,0.5005,0.5706,1.0,0.9818
887576973dfffff,5.594667,-0.204657,32.0,2.505,0.0,0.0,198,1,0.5503,0.499,1.0,0.5321
8875769741fffff,5.62051,-0.188453,36.0,4.825,0.0,0.0,177,1,0.4842,0.035,1.0,0.5086
8875769743fffff,5.613493,-0.185924,29.0,4.222,0.0,0.0,147,1,0.6073,0.1555,1.0,0.4679
8875769745fffff,5.622819,-0.195667,62.0,4.343,36.0,829.0,64,1,0.1638,0.1315,0.0,0.3439
8875769747fffff,5.615802,-0.193137,26.0,4.343,0.0,0.0,229,1,0.6633,0.1315,1.0,0.5532
8875769749fffff,5.625219,-0.183767,55.0,3.136,0.0,0.0,266,1,0.2165,0.3728,1.0,0.5881
887576974bfffff,5.618201,-0.181238,33.0,3.498,0.0,0.0,253,1,0.5326,0.3004,1.0,0.5785
887576974dfffff,5.627528,-0.190982,76.0,4.825,40.0,829.0,18,1,0.0876,0.035,0.0,0.1868
8875769751fffff,5.604166,-0.176181,56.0,1.357,10.0,737.0,86,1,0.2055,0.7285,0.1667,0.3793
8875769753fffff,5.597149,-0.173652,62.0,1.908,16.0,839.0,38,1,0.1638,0.6184,0.0,0.2658
8875769755fffff,5.606476,-0.183395,64.0,4.222,18.0,829.0,158,1,0.148,0.1555,0.0,0.4904
8875769757fffff,5.599459,-0.180866,46.0,2.172,0.0,0.0,94,1,0.3214,0.5657,1.0,0.3879
8875769759fffff,5.608873,-0.171495,64.0,3.498,18.0,1474.0,68,1,0.148,0.3004,0.0,0.3539
887576975bfffff,5.601856,-0.168966,59.0,0.965,13.0,1344.0,12,1,0.1834,0.807,0.0,0.1571
887576975dfffff,5.611183,-0.178709,62.0,3.935,29.0,829.0,179,1,0.1638,0.213,0.0,0.5101
8875769761fffff,5.62042,-0.207564,63.0,4.102,45.0,1325.0,0,1,0.1537,0.1796,0.0,0.0316
8875769763fffff,5.613404,-0.205034,29.0,4.102,11.0,737.0,212,1,0.6073,0.1796,0.0833,0.5412
8875769765fffff,5.622729,-0.214777,66.0,3.394,39.0,1343.0,9,1,0.1341,0.3211,0.0,0.1398
8875769767fffff,5.615712,-0.212246,44.0,3.137,26.0,829.0,132,1,0.3491,0.3726,0.0,0.4387
8875769769fffff,5.625128,-0.202881,74.0,4.343,48.0,1496.0,1,1,0.0915,0.1315,0.0,0.0709
887576976bfffff,5.618111,-0.200351,38.0,4.343,18.0,829.0,73,1,0.442,0.1315,0.0,0.363
887576976dfffff,5.627437,-0.210094,86.0,2.775,48.0,1496.0,42,1,0.0517,0.4451,0.0,0.2854
8875769a13fffff,5.678271,-0.349605,27.0,0.965,6.0,837.0,388,1,0.6446,0.807,0.5,0.6619
8875769a19fffff,5.689997,-0.347471,29.0,1.495,1.0,1495.0,554,1,0.6073,0.7011,0.9167,0.7323
8875769a1bfffff,5.682982,-0.344935,30.0,1.086,9.0,829.0,800,1,0.5881,0.7829,0.25,0.8352
8875769a53fffff,5.694709,-0.3428,40.0,1.495,12.0,1658.0,700,1,0.4047,0.7011,0.0,0.7902
8875769a5bfffff,5.699422,-0.338129,31.0,1.223,3.0,2085.0,269,1,0.5704,0.7555,0.75,0.592
8875769a81fffff,5.652522,-0.346667,26.0,0.965,0.0,0.0,25,1,0.6633,0.8069,1.0,0.2193
8875769a83fffff,5.64551,-0.344132,26.0,0.724,0.0,829.0,159,1,0.6633,0.8552,1.0,0.4923
8875769a89fffff,5.65723,-0.341998,28.0,1.194,2.0,736.0,1,1,0.626,0.7612,0.8333,0.0709
8875769a8bfffff,5.650217,-0.339463,29.0,0.724,3.0,837.0,1,1,0.6073,0.8552,0.75,0.0709
8875769a8dfffff,5.659534,-0.349202,18.0,1.194,0.0,0.0,0,1,0.7869,0.7612,1.0,0.0316
8875769a91fffff,5.636193,-0.334393,21.0,0.544,0.0,0.0,14,1,0.7486,0.8912,1.0,0.1657
8875769a93fffff,5.629182,-0.331859,22.0,2.052,1.0,829.0,4,1,0.7347,0.5896,0.9167,0.1011
8875769a95fffff,5.638498,-0.341597,20.0,0.952,3.0,828.0,31,1,0.762,0.8096,0.75,0.2419
8875769a97fffff,5.631487,-0.339062,17.0,1.194,0.0,0.0,0,1,0.8008,0.7611,1.0,0.0316
8875769a99fffff,5.6409,-0.329723,23.0,0.483,0.0,0.0,62,1,0.7141,0.9035,1.0,0.3386
8875769a9bfffff,5.633888,-0.327189,24.0,1.69,0.0,736.0,24,1,0.6959,0.662,1.0,0.2155
8875769a9dfffff,5.643205,-0.336928,23.0,0.724,2.0,829.0,25,1,0.7141,0.8552,0.8333,0.2193
8875769ab9fffff,5.640803,-0.3488,21.0,0.724,0.0,1324.0,108,1,0.7486,0.8552,1.0,0.4071
8875769abbfffff,5.633792,-0.346265,27.0,1.328,11.0,828.0,0,1,0.6446,0.7344,0.0833,0.0316
8875769ac1fffff,5.668952,-0.339863,33.0,1.672,8.0,736.0,9,1,0.5326,0.6656,0.3333,0.1398
8875769ac3fffff,5.661939,-0.337328,32.0,0.955,7.0,1325.0,0,1,0.5503,0.8089,0.4167,0.0316
8875769ac5fffff,5.671257,-0.347069,19.0,1.672,0.0,736.0,37,1,0.7759,0.6656,1.0,0.2601
8875769ac7fffff,5.664243,-0.344533,24.0,1.223,6.0,736.0,0,1,0.6959,0.7553,0.5,0.0316
8875769ac9fffff,5.673663,-0.335193,25.0,1.087,0.0,0.0,4,1,0.6801,0.7825,1.0,0.1011
8875769acbfffff,5.666648,-0.332657,34.0,1.086,9.0,829.0,0,1,0.5168,0.7828,0.25,0.0316
8875769acdfffff,5.675967,-0.342399,21.0,1.448,0.0,0.0,402,1,0.7486,0.7105,1.0,0.6695
8875769ad1fffff,5.652621,-0.327588,29.0,0.816,5.0,838.0,3,1,0.6073,0.8369,0.5833,0.0929
8875769ad3fffff,5.645608,-0.325053,25.0,0.483,2.0,736.0,0,1,0.6801,0.9035,0.8333,0.0316
8875769ad5fffff,5.654925,-0.334793,30.0,0.408,4.0,1341.0,0,1,0.5881,0.9184,0.6667,0.0316
8875769ad7fffff,5.647913,-0.332258,27.0,0.544,4.0,829.0,22,1,0.6446,0.8912,0.6667,0.2074
8875769ad9fffff,5.657329,-0.322916,35.0,1.327,11.0,829.0,0,1,0.5005,0.7345,0.0833,0.0316
8875769adbfffff,5.650316,-0.320382,24.0,1.552,0.0,0.0,2,1,0.6959,0.6896,1.0,0.0838
8875769addfffff,5.659634,-0.330122,33.0,0.483,9.0,1495.0,0,1,0.5326,0.9035,0.25,0.0316
